ticker,date,sentiment,news_count
AAPL,2021-12-01,0.4639,30
AAPL,2021-12-02,0.0923,60
AAPL,2021-12-03,0.5543,32
AAPL,2021-12-04,0.6737,6
AAPL,2021-12-05,0.844,3
AAPL,2021-12-06,0.5503,34
AAPL,2021-12-07,0.5293,49
AAPL,2021-12-08,0.4398,41
AAPL,2021-12-09,0.5372,33
AAPL,2021-12-10,0.5936,21
AAPL,2021-12-11,0.6724,10
AAPL,2021-12-12,0.6464,7
AAPL,2021-12-13,0.6228,56
AAPL,2021-12-14,0.4867,54
AAPL,2021-12-15,0.3697,22
AAPL,2021-12-16,0.2921,32
AAPL,2021-12-17,0.4739,28
AAPL,2021-12-18,0.7583,7
AAPL,2021-12-19,-0.1426,7
AAPL,2021-12-20,0.2273,19
AAPL,2021-12-21,0.7502,28
