spillover_weighted_sent,net_transmitter,system_connectedness,spillover_neg_asym,ticker,earnings_date,ret_obs,sent_obs,var_lag_ret,var_lag_sent
0.601802014297672,0.005175541919640092,0.4038357906713309,0.012017484334337795,GOOGL,2023-10-24,97,143,ok,ok
0.565604916445176,0.024006961102518654,0.39328887001815066,0.009493200428838404,META,2023-10-25,98,143,ok,ok
0.5902391364081607,-0.030843716380484998,0.38582452738876366,0.010254757934210147,AMZN,2023-10-26,99,143,ok,ok
0.5816140186332145,-0.02280906267623095,0.38062986791844416,0.008409773566922192,AAPL,2023-11-02,100,143,ok,ok
0.6548787577124531,0.027802713179999716,0.3906607205383072,0.0010420707038142863,NVDA,2023-11-21,99,143,ok,ok
0.7308203151065258,-0.13309491963077913,0.40797006343058306,0.0,TSLA,2024-01-24,97,143,ok,ok
0.7043477463268786,0.01701301577923786,0.4181318318106498,0.0,MSFT,2024-01-30,96,143,ok,ok
0.7225483314197216,-0.016413399788629546,0.4181318318106498,0.0,GOOGL,2024-01-30,96,143,ok,ok
0.6376266600852277,0.03351674797166582,0.417019487219554,0.00214641284911416,META,2024-02-01,98,143,ok,ok
0.6721566692993622,0.06319661226408613,0.417019487219554,0.0015812992532756418,AAPL,2024-02-01,98,143,ok,ok
0.6378795696738369,0.041979920348280575,0.417019487219554,0.0019402201715270967,AMZN,2024-02-01,98,143,ok,ok
0.7358158075317269,0.001330651757997181,0.39171416976688117,0.0,NVDA,2024-02-21,98,143,ok,ok
0.6535970126639274,-0.06897295549599902,0.33349724603266473,0.0019235350156160225,TSLA,2024-04-23,96,143,ok,ok
0.702904806692087,-0.028221622649704403,0.3328103153902616,0.003280640092313226,META,2024-04-24,97,143,ok,ok
0.6890293096062663,-0.12880178491997618,0.3334934676364548,0.002866827565658346,GOOGL,2024-04-25,98,143,ok,ok
0.6628008728840454,0.1393661806372799,0.3334934676364548,0.0034254514448090216,MSFT,2024-04-25,98,143,ok,ok
0.6786436130911474,0.10329940820673311,0.33159911652675006,0.0016434767920217779,AMZN,2024-04-30,96,143,ok,ok
0.6995150513142213,0.020359678604409126,0.32964645842928214,0.0016403121988819403,AAPL,2024-05-02,98,143,ok,ok
0.6844326449303166,-0.05575336456217028,0.3192457141589354,0.0031233926387720344,NVDA,2024-05-22,97,143,ok,ok
0.6487357410454854,-0.03417210818735772,0.3318635883454432,0.00841566625504156,GOOGL,2024-07-23,97,143,ok,ok
0.7174603142353798,-0.036037853462121294,0.3318635883454432,0.0026100756813601913,TSLA,2024-07-23,97,143,ok,ok
0.6351164833748928,0.10189290544232699,0.3320699223072082,0.013322633859117514,MSFT,2024-07-30,97,143,ok,ok
0.616905281209894,0.019865367313448123,0.3332780135732592,0.006495332659796226,META,2024-07-31,98,143,ok,ok
0.5929590257319239,0.010561308339930076,0.3537191513929215,0.006552457703984807,AMZN,2024-08-01,99,143,ok,ok
0.5882181821470965,-0.04818280819417575,0.3537191513929215,0.0035414441611486503,AAPL,2024-08-01,99,143,ok,ok
0.7700797367241958,-0.014336012829294531,0.3780879711024189,0.0,NVDA,2024-08-28,99,143,ok,ok
0.752110617003554,-0.011495348779054337,0.40231944981368034,0.0,TSLA,2024-10-23,98,143,ok,ok
0.3826276294367553,0.014028575729542636,0.41320573589940474,0.08892261673770141,GOOGL,2024-10-29,98,143,ok,ok
0.3564246008426508,0.0005569517378354316,0.4183466253080912,0.08857556048903185,META,2024-10-30,99,143,ok,ok
0.312599612208909,0.07108793868879415,0.4183466253080912,0.13082693482529095,MSFT,2024-10-30,99,143,ok,ok
0.3571309894547753,-0.0017918260131535302,0.4435385233424552,0.10657463024024247,AMZN,2024-10-31,100,143,ok,ok
0.36191318649490545,-0.07066238918039758,0.4435385233424552,0.09560328501152489,AAPL,2024-10-31,100,143,ok,ok
0.2426712313709141,0.14418570452040902,0.5634244748157479,0.19732132453490825,NVDA,2024-11-20,100,143,ok,ok
0.7402827709456291,-0.25323560242806276,0.5354728358481724,0.0,META,2025-01-29,96,143,ok,ok
0.728374331412773,-0.03944296786895285,0.5354728358481724,0.002138478514671897,TSLA,2025-01-29,96,143,ok,ok
0.7179948598272641,0.17126368378510548,0.5354728358481724,0.005596068583734976,MSFT,2025-01-29,96,143,ok,ok
0.7189440252156412,0.07077417076417969,0.5364036538690907,0.0012013341052795486,AAPL,2025-01-30,97,143,ok,ok
0.6501794014745409,-0.04804132888685886,0.5170100629863509,0.014202589762371987,GOOGL,2025-02-04,96,143,ok,ok
0.6406116921029045,-0.008388801077801933,0.5209769995577068,0.010983043182009268,AMZN,2025-02-06,98,143,ok,ok
0.6339107225754878,0.11717881013450815,0.5071372484025203,0.0,NVDA,2025-02-26,96,143,ok,ok
