ticker,company,collect_date,window_type,earnings_date,offset_from_ed,source_event_ticker
MSFT,Microsoft,2023-07-28,sentiment_spillover,2023-08-03,-6,AAPL
GOOGL,Alphabet,2023-07-28,sentiment_spillover,2023-08-03,-6,AAPL
AMZN,Amazon,2023-07-28,sentiment_spillover,2023-08-03,-6,AAPL
NVDA,NVIDIA,2023-07-28,sentiment_spillover,2023-08-03,-6,AAPL
META,Meta,2023-07-28,sentiment_spillover,2023-08-03,-6,AAPL
TSLA,Tesla,2023-07-28,sentiment_spillover,2023-08-03,-6,AAPL
MSFT,Microsoft,2023-07-27,sentiment_spillover,2023-08-03,-7,AAPL
GOOGL,Alphabet,2023-07-27,sentiment_spillover,2023-08-03,-7,AAPL
AMZN,Amazon,2023-07-27,sentiment_spillover,2023-08-03,-7,AAPL
NVDA,NVIDIA,2023-07-27,sentiment_spillover,2023-08-03,-7,AAPL
META,Meta,2023-07-27,sentiment_spillover,2023-08-03,-7,AAPL
TSLA,Tesla,2023-07-27,sentiment_spillover,2023-08-03,-7,AAPL
MSFT,Microsoft,2023-07-04,quiet_spillover,2023-08-03,-30,AAPL
GOOGL,Alphabet,2023-07-04,quiet_spillover,2023-08-03,-30,AAPL
AMZN,Amazon,2023-07-04,quiet_spillover,2023-08-03,-30,AAPL
NVDA,NVIDIA,2023-07-04,quiet_spillover,2023-08-03,-30,AAPL
META,Meta,2023-07-04,quiet_spillover,2023-08-03,-30,AAPL
TSLA,Tesla,2023-07-04,quiet_spillover,2023-08-03,-30,AAPL
MSFT,Microsoft,2023-07-03,quiet_spillover,2023-08-03,-31,AAPL
GOOGL,Alphabet,2023-07-03,quiet_spillover,2023-08-03,-31,AAPL
AMZN,Amazon,2023-07-03,quiet_spillover,2023-08-03,-31,AAPL
NVDA,NVIDIA,2023-07-03,quiet_spillover,2023-08-03,-31,AAPL
META,Meta,2023-07-03,quiet_spillover,2023-08-03,-31,AAPL
TSLA,Tesla,2023-07-03,quiet_spillover,2023-08-03,-31,AAPL
MSFT,Microsoft,2023-07-02,quiet_spillover,2023-08-03,-32,AAPL
GOOGL,Alphabet,2023-07-02,quiet_spillover,2023-08-03,-32,AAPL
